Date,NRKDischargeMax,NRKDischargeMin,NRKDischargeMean,NRKGageHeightMax,NRKGageHeightMin,NRKGageHeightMean
01/18/2017,"2,950","2,950","2,730",8.47,8.1,8.27
01/19/2017,"2,730","2,730","2,570",8.1,7.83,7.96
01/20/2017,"2,570","2,570","2,450",7.83,7.62,7.73
01/21/2017,"2,460","2,460","2,370",7.63,7.48,7.54
01/22/2017,"2,370","2,370","2,320",7.48,7.39,7.42
01/23/2017,"2,480","2,480","2,330",7.67,7.41,7.53
01/24/2017,"2,500","2,500","2,480",7.71,7.67,7.7
01/25/2017,"2,570","2,570","2,500",7.82,7.7,7.74
01/26/2017,"2,620","2,620","2,570",7.91,7.82,7.88
01/27/2017,"2,790","2,790","2,620",8.2,7.91,8.01
01/28/2017,"3,030","3,030","2,790",8.6,8.2,8.43
01/29/2017,"3,060","3,060","3,030",8.66,8.6,8.64
01/30/2017,"3,050","3,050","2,950",8.64,8.47,8.56
01/31/2017,"2,950","2,950","2,810",8.47,8.24,8.35
02/01/2017,"2,810","2,810","2,730",8.24,8.1,8.16
02/02/2017,"2,730","2,730","2,650",8.1,7.97,8.04
02/03/2017,"2,650","2,650","2,260",7.97,7.27,7.7
02/04/2017,"2,260","2,260","1,710",7.27,6.26,6.72
02/05/2017,"1,710","1,710","1,490",6.26,5.85,6.01
02/06/2017,"1,490","1,490","1,440",5.85,5.74,5.78
02/07/2017,"1,440","1,440","1,390",5.74,5.63,5.7
02/08/2017,"1,390","1,390","1,330",5.63,5.51,5.57
02/09/2017,"1,340","1,340","1,310",5.52,5.47,5.5
02/10/2017,"1,310","1,310","1,250",5.47,5.33,5.4
02/11/2017,"1,280","1,280","1,240",5.4,5.3,5.33
02/12/2017,"1,440","1,440","1,280",5.72,5.4,5.58
02/13/2017,"1,440","1,440","1,380",5.72,5.6,5.68
02/14/2017,"1,380","1,380","1,280",5.6,5.38,5.49
02/15/2017,"1,350","1,350","1,250",5.52,5.32,5.42
02/16/2017,"1,550","1,550","1,350",5.92,5.52,5.76
02/17/2017,"1,550","1,550","1,500",5.92,5.83,5.87
02/18/2017,"1,780","1,780","1,520",6.35,5.86,6.08
02/19/2017,"1,820","1,820","1,770",6.43,6.34,6.4
02/20/2017,"1,770","1,770","1,580",6.34,5.97,6.15
02/21/2017,"1,580","1,580","1,400",5.97,5.61,5.77
02/22/2017,"1,400","1,400","1,300",5.61,5.39,5.5
02/23/2017,"1,300","1,300","1,220",5.39,5.22,5.31
02/24/2017,"1,220","1,220","1,140",5.22,5.04,5.12
02/25/2017,"1,140","1,140","1,120",5.04,4.98,5.01
02/26/2017,"1,120","1,120","1,070",4.98,4.88,4.93
02/27/2017,"1,070","1,070","1,040",4.88,4.79,4.84
02/28/2017,"1,040","1,040","1,020",4.79,4.76,4.78
03/01/2017,"1,030","1,030",999,4.78,4.7,4.74
03/02/2017,"1,080","1,080","1,030",4.88,4.78,4.83
03/03/2017,"1,150","1,150","1,070",5.02,4.86,4.94
03/04/2017,"1,480","1,480","1,140",5.73,5.01,5.23
03/05/2017,"1,820","1,820","1,480",6.38,5.73,6.18
03/06/2017,"1,810","1,810","1,600",6.37,5.95,6.19
03/07/2017,"1,600","1,600","1,380",5.95,5.5,5.72
03/08/2017,"1,380","1,380","1,230",5.5,5.18,5.33
03/09/2017,"1,230","1,230","1,130",5.18,4.95,5.07
03/10/2017,"1,130","1,130","1,060",4.95,4.8,4.87
03/11/2017,"1,060","1,060","1,010",4.8,4.69,4.74
03/12/2017,"1,010","1,010",971,4.69,4.59,4.64
03/13/2017,"1,030","1,030",958,4.72,4.56,4.59
03/14/2017,"1,200","1,200","1,030",5.1,4.72,4.86
03/15/2017,"1,400","1,400","1,200",5.52,5.1,5.32
03/16/2017,"2,080","2,080","1,400",6.84,5.52,6.11
03/17/2017,"2,470","2,470","2,080",7.54,6.84,7.31
03/18/2017,"2,470","2,470","2,380",7.54,7.37,7.48
03/19/2017,"2,380","2,380","2,240",7.37,7.11,7.25
03/20/2017,"2,240","2,240","2,000",7.11,6.66,6.89
03/21/2017,"2,000","2,000","1,850",6.66,6.38,6.49
03/22/2017,"1,880","1,880","1,790",6.43,6.27,6.37
03/23/2017,"1,790","1,790","1,630",6.27,5.95,6.11
03/24/2017,"1,630","1,630","1,520",5.95,5.72,5.82
03/25/2017,"1,520","1,520","1,420",5.72,5.52,5.62
03/26/2017,"1,420","1,420","1,340",5.52,5.34,5.43
03/27/2017,"1,340","1,340","1,260",5.34,5.17,5.26
03/28/2017,"1,260","1,260","1,240",5.17,5.12,5.14
03/29/2017,"1,240","1,240","1,220",5.13,5.07,5.09
03/30/2017,"1,220","1,220","1,210",5.07,5.05,5.06
03/31/2017,"1,340","1,340","1,200",5.34,5.04,5.16
04/01/2017,"2,130","2,130","1,340",6.89,5.34,6.01
04/02/2017,"2,910","2,910","2,130",8.29,6.89,7.63
04/03/2017,"3,500","3,500","2,910",9.29,8.29,8.82
04/04/2017,"3,630","3,630","3,500",9.5,9.29,9.44
04/05/2017,"3,570","3,570","2,980",9.4,8.41,8.93
04/06/2017,"2,980","2,980","2,720",8.41,7.96,8.06
04/07/2017,"2,770","2,770","2,740",8.04,7.98,8.02
04/08/2017,"2,740","2,740","2,680",7.98,7.88,7.91
04/09/2017,"2,690","2,690","2,630",7.9,7.79,7.88
04/10/2017,"2,630","2,630","2,380",7.79,7.35,7.58
04/11/2017,"2,380","2,380","2,150",7.35,6.92,7.13
04/12/2017,"2,150","2,150","1,950",6.92,6.55,6.73
04/13/2017,"1,950","1,950","1,770",6.55,6.2,6.37
04/14/2017,"1,770","1,770","1,650",6.2,5.96,6.07
04/15/2017,"1,650","1,650","1,510",5.96,5.68,5.82
04/16/2017,"1,510","1,510","1,330",5.68,5.31,5.5
04/17/2017,"1,330","1,330","1,190",5.31,5.01,5.15
04/18/2017,"1,290","1,290","1,160",5.22,4.96,5.03
04/19/2017,"1,180","1,180","1,110",4.99,4.84,4.93
04/20/2017,"1,110","1,110","1,070",4.84,4.76,4.8
04/21/2017,"1,070","1,070","1,000",4.76,4.6,4.69
04/22/2017,"1,000","1,000",928,4.6,4.43,4.5
04/23/2017,933,933,868,4.44,4.29,4.37
04/24/2017,"1,670","1,670",859,6.01,4.27,4.62
04/25/2017,"4,390","4,390","1,670",10.72,6.01,9.01
04/26/2017,"5,790","5,790","4,390",12.83,10.72,11.88
04/27/2017,"6,920","6,920","5,790",14.04,12.83,13.45
04/28/2017,"8,430","8,430","6,920",15.2,14.04,14.62
04/29/2017,"10,500","10,500","8,430",16.61,15.2,15.87
04/30/2017,"13,800","13,800","10,500",18.57,16.61,17.51
05/01/2017,"17,500","17,500","13,800",20.47,18.57,19.58
05/02/2017,"19,300","19,300","17,500",21.34,20.47,20.98
05/03/2017,"19,600","19,600","19,300",21.47,21.33,21.41
05/04/2017,"19,400","19,400","18,000",21.38,20.71,21.09
05/05/2017,"18,000","18,000","15,700",20.71,19.59,20.21
05/06/2017,"15,700","15,700","12,900",19.59,18.07,18.84
05/07/2017,"12,900","12,900","10,500",18.07,16.59,17.31
05/08/2017,"10,500","10,500","8,680",16.59,15.38,15.97
05/09/2017,"8,680","8,680","7,480",15.38,14.48,14.9
05/10/2017,"7,480","7,480","6,780",14.48,13.94,14.19
05/11/2017,"6,780","6,780","6,480",13.94,13.67,13.79
05/12/2017,"6,490","6,490","6,430",13.68,13.61,13.64
05/13/2017,"6,510","6,510","6,440",13.7,13.62,13.66
05/14/2017,"6,640","6,640","6,500",13.83,13.69,13.76
05/15/2017,"6,780","6,780","6,630",13.94,13.82,13.88
05/16/2017,"6,910","6,910","6,770",14.03,13.93,13.98
05/17/2017,"6,950","6,950","6,890",14.06,14.02,14.04
05/18/2017,"6,960","6,960","6,910",14.07,14.03,14.06
05/19/2017,"6,920","6,920","6,770",14.04,13.93,14
05/20/2017,"6,780","6,780","6,530",13.94,13.72,13.84
05/21/2017,"6,530","6,530","6,240",13.72,13.4,13.57
05/22/2017,"6,240","6,240","5,860",13.4,12.93,13.19
05/23/2017,"5,860","5,860","5,010",12.93,11.74,12.46
05/24/2017,"5,010","5,010","4,110",11.74,10.4,10.9
05/25/2017,"4,240","4,240","4,100",10.6,10.38,10.44
05/26/2017,"4,640","4,640","4,240",11.2,10.6,10.88
05/27/2017,"5,120","5,120","4,640",11.9,11.2,11.56
05/28/2017,"5,530","5,530","5,120",12.48,11.9,12.2
05/29/2017,"5,780","5,780","5,530",12.83,12.48,12.66
05/30/2017,"5,840","5,840","5,780",12.9,12.83,12.88
05/31/2017,"5,810","5,810","5,560",12.87,12.52,12.72
06/01/2017,"5,560","5,560","5,120",12.52,11.9,12.2
06/02/2017,"5,120","5,120","4,640",11.9,11.2,11.54
06/03/2017,"4,640","4,640","4,300",11.2,10.69,10.92
06/04/2017,"4,300","4,300","4,080",10.69,10.36,10.53
06/05/2017,"4,080","4,080","3,500",10.36,9.45,9.97
06/06/2017,"3,500","3,500","2,520",9.45,7.85,8.55
06/07/2017,"2,520","2,520","2,140",7.85,7.19,7.44
06/08/2017,"2,370","2,370","2,140",7.6,7.19,7.37
06/09/2017,"2,410","2,410","2,330",7.66,7.52,7.62
06/10/2017,"2,330","2,330","2,170",7.52,7.25,7.37
06/11/2017,"2,170","2,170","2,050",7.25,7.04,7.15
06/12/2017,"2,050","2,050","1,790",7.04,6.54,6.83
06/13/2017,"1,790","1,790","1,510",6.54,5.96,6.25
06/14/2017,"1,510","1,510","1,350",5.96,5.63,5.76
06/15/2017,"1,380","1,380","1,240",5.68,5.39,5.54
06/16/2017,"1,240","1,240","1,040",5.39,4.94,5.12
06/17/2017,"1,390","1,390","1,040",5.69,4.95,5.32
06/18/2017,"1,400","1,400","1,240",5.71,5.38,5.61
06/19/2017,"1,880","1,880","1,210",6.68,5.31,5.71
06/20/2017,"2,770","2,770","1,880",8.24,6.68,7.58
06/21/2017,"3,290","3,290","2,770",9.1,8.24,8.69
06/22/2017,"3,450","3,450","3,290",9.35,9.1,9.29
06/23/2017,"3,440","3,440","3,390",9.34,9.26,9.29
06/24/2017,"4,100","4,100","3,410",10.36,9.28,9.57
06/25/2017,"4,270","4,270","4,100",10.62,10.36,10.49
06/26/2017,"4,330","4,330","4,270",10.72,10.62,10.69
06/27/2017,"4,360","4,360","4,330",10.76,10.71,10.74
06/28/2017,"4,400","4,400","4,360",10.82,10.76,10.79
06/29/2017,"4,480","4,480","4,400",10.93,10.81,10.87
06/30/2017,"4,650","4,650","4,480",11.19,10.93,11.05
07/01/2017,"4,820","4,820","4,650",11.44,11.19,11.32
07/02/2017,"4,840","4,840","4,570",11.47,11.07,11.38
07/03/2017,"4,570","4,570","2,810",11.07,8.27,9.85
07/04/2017,"2,810","2,810","1,660",8.27,6.18,7.07
07/05/2017,"1,660","1,660","1,190",6.18,5.2,5.59
07/06/2017,"1,190","1,190","1,050",5.2,4.89,5.01
07/07/2017,"1,050","1,050",976,4.89,4.71,4.78
07/08/2017,"1,310","1,310","1,000",5.43,4.77,5.16
07/09/2017,"1,300","1,300","1,160",5.42,5.11,5.25
07/10/2017,"1,270","1,270","1,160",5.35,5.11,5.19
07/11/2017,"1,640","1,640","1,270",6.11,5.35,5.78
07/12/2017,"1,640","1,640","1,410",6.11,5.64,5.92
07/13/2017,"1,410","1,410","1,200",5.64,5.18,5.39
07/14/2017,"1,200","1,200","1,050",5.18,4.84,5.03
07/15/2017,"1,050","1,050",882,4.84,4.46,4.62
07/16/2017,883,883,837,4.46,4.35,4.39
07/17/2017,991,991,846,4.7,4.37,4.53
07/18/2017,"1,080","1,080",991,4.9,4.7,4.84
07/19/2017,"1,270","1,270","1,080",5.31,4.9,5.07
07/20/2017,"1,400","1,400","1,270",5.57,5.31,5.5
07/21/2017,"1,380","1,380","1,170",5.53,5.09,5.32
07/22/2017,"1,170","1,170",969,5.09,4.63,4.85
07/23/2017,969,969,841,4.63,4.33,4.48
07/24/2017,841,841,739,4.33,4.08,4.2
07/25/2017,739,739,691,4.08,3.96,4.02
07/26/2017,691,691,664,3.96,3.89,3.91
07/27/2017,699,699,665,3.97,3.89,3.93
07/28/2017,699,699,628,3.97,3.79,3.91
07/29/2017,632,632,563,3.8,3.62,3.7
07/30/2017,563,563,530,3.62,3.53,3.57
07/31/2017,546,546,508,3.57,3.47,3.5
08/01/2017,829,829,546,4.27,3.57,4.02
08/02/2017,829,829,664,4.27,3.87,4.1
08/03/2017,664,664,531,3.87,3.53,3.68
08/04/2017,531,531,470,3.53,3.37,3.44
08/05/2017,470,470,437,3.37,3.28,3.31
08/06/2017,441,441,422,3.29,3.24,3.26
08/07/2017,452,452,415,3.32,3.22,3.26
08/08/2017,628,628,452,3.78,3.32,3.56
08/09/2017,664,664,624,3.87,3.77,3.82
08/10/2017,648,648,573,3.83,3.64,3.71
08/11/2017,713,713,573,3.99,3.64,3.77
08/12/2017,868,868,713,4.36,3.99,4.2
08/13/2017,963,963,846,4.58,4.31,4.41
08/14/2017,"1,410","1,410",941,5.56,4.53,4.9
08/15/2017,"1,740","1,740","1,410",6.22,5.56,6.03
08/16/2017,"1,730","1,730","1,460",6.21,5.65,5.94
08/17/2017,"1,460","1,460","1,350",5.66,5.42,5.54
08/18/2017,"2,050","2,050","1,460",6.83,5.66,6.31
08/19/2017,"2,070","2,070","1,840",6.87,6.43,6.72
08/20/2017,"1,840","1,840","1,620",6.43,5.98,6.18
08/21/2017,"1,620","1,620","1,290",5.98,5.29,5.67
08/22/2017,"1,290","1,290",954,5.29,4.56,4.9
08/23/2017,954,954,787,4.56,4.17,4.34
08/24/2017,787,787,672,4.17,3.89,4
08/25/2017,672,672,596,3.89,3.7,3.78
08/26/2017,640,640,585,3.81,3.67,3.71
08/27/2017,660,660,632,3.86,3.79,3.84
08/28/2017,632,632,561,3.79,3.61,3.69
08/29/2017,561,561,523,3.61,3.51,3.55
08/30/2017,531,531,523,3.53,3.51,3.51
08/31/2017,585,585,531,3.67,3.53,3.61
09/01/2017,616,616,534,3.75,3.54,3.62
09/02/2017,"1,450","1,450",589,5.64,3.68,4.15
09/03/2017,"2,880","2,880","1,450",8.3,5.64,7.3
09/04/2017,"3,390","3,390","2,880",9.16,8.3,8.79
09/05/2017,"3,620","3,620","3,390",9.54,9.16,9.4
09/06/2017,"3,670","3,670","3,520",9.62,9.38,9.52
09/07/2017,"3,520","3,520","3,120",9.38,8.71,9.03
09/08/2017,"3,120","3,120","2,570",8.71,7.77,8.23
09/09/2017,"2,570","2,570","2,530",7.77,7.69,7.72
09/10/2017,"2,580","2,580","2,330",7.79,7.35,7.67
09/11/2017,"2,330","2,330","1,660",7.35,6.07,6.7
09/12/2017,"1,660","1,660","1,360",6.07,5.45,5.71
09/13/2017,"1,360","1,360","1,290",5.45,5.3,5.35
09/14/2017,"1,290","1,290","1,170",5.3,5.04,5.15
09/15/2017,"1,170","1,170","1,110",5.05,4.92,4.95
09/16/2017,"1,110","1,110","1,090",4.92,4.86,4.9
09/17/2017,"1,090","1,090",981,4.86,4.62,4.74
09/18/2017,981,981,851,4.62,4.32,4.47
09/19/2017,851,851,750,4.32,4.08,4.19
09/20/2017,750,750,684,4.08,3.92,3.99
09/21/2017,684,684,652,3.92,3.84,3.88
09/22/2017,664,664,648,3.87,3.83,3.84
09/23/2017,652,652,628,3.84,3.78,3.81
09/24/2017,628,628,604,3.78,3.72,3.74
09/25/2017,604,604,585,3.72,3.67,3.7
09/26/2017,585,585,554,3.67,3.59,3.63
09/27/2017,554,554,542,3.59,3.56,3.57
09/28/2017,546,546,534,3.57,3.54,3.55
09/29/2017,534,534,504,3.54,3.46,3.49
09/30/2017,504,504,500,3.46,3.45,3.45
10/01/2017,504,504,489,3.46,3.42,3.44
10/02/2017,489,489,444,3.42,3.3,3.36
10/03/2017,444,444,415,3.3,3.22,3.26
10/04/2017,430,430,415,3.26,3.22,3.23
10/05/2017,459,459,430,3.34,3.26,3.3
10/06/2017,478,478,459,3.39,3.34,3.37
10/07/2017,485,485,470,3.41,3.37,3.39
10/08/2017,470,470,441,3.37,3.29,3.33
10/09/2017,515,515,437,3.49,3.28,3.34
10/10/2017,542,542,478,3.56,3.39,3.44
10/11/2017,725,725,542,4.02,3.56,3.84
10/12/2017,846,846,725,4.31,4.02,4.1
10/13/2017,990,990,846,4.64,4.31,4.54
10/14/2017,"1,210","1,210",985,5.12,4.63,4.74
10/15/2017,"1,400","1,400","1,210",5.54,5.12,5.43
10/16/2017,"1,350","1,350","1,030",5.43,4.73,5.08
10/17/2017,"1,030","1,030",838,4.73,4.29,4.47
10/18/2017,838,838,746,4.29,4.07,4.18
10/19/2017,746,746,692,4.07,3.94,3.99
10/20/2017,692,692,680,3.94,3.91,3.93
10/21/2017,680,680,604,3.91,3.72,3.81
10/22/2017,604,604,550,3.72,3.58,3.65
10/23/2017,550,550,519,3.58,3.5,3.53
10/24/2017,593,593,500,3.69,3.45,3.53
10/25/2017,500,500,466,3.45,3.36,3.4
10/26/2017,652,652,455,3.84,3.33,3.41
10/27/2017,"1,220","1,220",652,5.15,3.84,4.73
10/28/2017,"1,220","1,220","1,000",5.15,4.67,4.94
10/29/2017,"1,020","1,020",894,4.71,4.42,4.56
10/30/2017,894,894,846,4.42,4.31,4.37
10/31/2017,915,915,817,4.47,4.24,4.28
11/01/2017,"1,430","1,430",915,5.59,4.47,5.12
11/02/2017,"1,450","1,450","1,320",5.63,5.36,5.55
11/03/2017,"1,320","1,320","1,070",5.36,4.81,5.07
11/04/2017,"1,070","1,070",885,4.81,4.4,4.59
11/05/2017,885,885,783,4.4,4.16,4.27
11/06/2017,783,783,705,4.16,3.97,4.06
11/07/2017,705,705,640,3.97,3.81,3.88
11/08/2017,688,688,636,3.93,3.8,3.87
11/09/2017,684,684,668,3.92,3.88,3.91
11/10/2017,688,688,676,3.93,3.9,3.91
11/11/2017,729,729,688,4.03,3.93,3.97
11/12/2017,796,796,729,4.19,4.03,4.11
11/13/2017,846,846,796,4.31,4.19,4.27
11/14/2017,834,834,825,4.28,4.26,4.27
11/15/2017,825,825,779,4.26,4.15,4.19
11/16/2017,972,972,779,4.6,4.15,4.31
11/17/2017,"1,040","1,040",972,4.76,4.6,4.72
11/18/2017,"1,020","1,020",924,4.71,4.49,4.61
11/19/2017,924,924,804,4.49,4.21,4.35
11/20/2017,804,804,717,4.21,4,4.1
11/21/2017,717,717,664,4,3.87,3.93
11/22/2017,664,664,636,3.87,3.8,3.84
11/23/2017,636,636,608,3.8,3.73,3.76
11/24/2017,608,608,585,3.73,3.67,3.7
11/25/2017,585,585,569,3.67,3.63,3.65
11/26/2017,569,569,554,3.63,3.59,3.61
11/27/2017,554,554,531,3.59,3.53,3.55
11/28/2017,531,531,523,3.53,3.51,3.52
11/29/2017,523,523,515,3.51,3.49,3.5
11/30/2017,515,515,508,3.49,3.47,3.48
12/01/2017,508,508,500,3.47,3.45,3.46
12/02/2017,508,508,500,3.47,3.45,3.46
12/03/2017,500,500,496,3.45,3.44,3.44
12/04/2017,500,500,496,3.45,3.44,3.45
12/05/2017,511,511,500,3.48,3.45,3.47
12/06/2017,523,523,508,3.51,3.47,3.48
12/07/2017,557,557,523,3.6,3.51,3.57
12/08/2017,737,737,557,4.05,3.6,3.73
12/09/2017,"1,380","1,380",737,5.5,4.05,4.66
12/10/2017,"1,930","1,930","1,380",6.59,5.5,6.16
12/11/2017,"2,650","2,650","1,930",7.91,6.59,7.19
12/12/2017,"3,200","3,200","2,650",8.84,7.91,8.44
12/13/2017,"3,250","3,250","3,060",8.92,8.61,8.85
12/14/2017,"3,060","3,060","2,260",8.61,7.21,7.93
12/15/2017,"2,260","2,260","1,690",7.21,6.12,6.62
12/16/2017,"1,690","1,690","1,370",6.12,5.47,5.77
12/17/2017,"1,370","1,370","1,180",5.47,5.07,5.25
12/18/2017,"1,180","1,180","1,070",5.07,4.81,4.93
12/19/2017,"1,070","1,070",981,4.81,4.62,4.71
12/20/2017,981,981,954,4.62,4.56,4.58
12/21/2017,"1,030","1,030",968,4.73,4.59,4.65
12/22/2017,"1,040","1,040","1,020",4.75,4.72,4.73
12/23/2017,"1,170","1,170","1,040",5.04,4.75,4.87
12/24/2017,"1,290","1,290","1,170",5.3,5.04,5.21
12/25/2017,"1,290","1,290","1,220",5.3,5.15,5.24
12/26/2017,"1,220","1,220","1,110",5.15,4.92,5.02
12/27/2017,"1,110","1,110","1,050",4.92,4.78,4.85
12/28/2017,"1,050","1,050",998,4.78,4.66,4.71
12/29/2017,998,998,963,4.66,4.58,4.62
12/30/2017,963,963,954,4.58,4.56,4.57
12/31/2017,994,994,946,4.65,4.54,4.58
01/01/2018,994,994,941,4.65,4.53,4.61
01/02/2018,941,941,894,4.53,4.42,4.47
01/03/2018,894,894,851,4.42,4.32,4.37
01/04/2018,851,851,783,4.32,4.16,4.26
01/05/2018,783,783,754,4.16,4.09,4.14
01/06/2018,,,749,4.39,4.07,4.19
01/07/2018,,,756,4.52,4.05,4.36
01/08/2018,,,758,4.44,4.07,4.32
01/09/2018,,,764,4.38,4.13,4.27
01/10/2018,817,817,766,4.24,4.12,4.17
01/11/2018,855,855,817,4.33,4.24,4.29
01/12/2018,"1,730","1,730",855,6.21,4.33,5.13
01/13/2018,"2,500","2,500","1,730",7.65,6.21,7.08
01/14/2018,"2,540","2,540","2,460",7.71,7.58,7.67
01/15/2018,"2,460","2,460","2,360",7.58,7.39,7.46
01/16/2018,"2,360","2,360","2,170",7.39,7.06,7.28
01/17/2018,"2,170","2,170","1,830",7.06,6.41,6.7
01/18/2018,"1,830","1,830","1,700",6.41,6.15,6.27
01/19/2018,"1,700","1,700","1,550",6.15,5.85,6
01/20/2018,"1,550","1,550","1,390",5.85,5.52,5.69
01/21/2018,"1,390","1,390","1,280",5.52,5.27,5.38
01/22/2018,"1,280","1,280","1,220",5.27,5.16,5.21
01/23/2018,"1,220","1,220","1,210",5.16,5.12,5.14
01/24/2018,"1,210","1,210","1,180",5.12,5.07,5.1
01/25/2018,"1,180","1,180","1,150",5.07,4.99,5.03
01/26/2018,"1,220","1,220","1,140",5.14,4.97,5.02
01/27/2018,"1,280","1,280","1,220",5.27,5.14,5.23
01/28/2018,"1,310","1,310","1,220",5.35,5.15,5.2
01/29/2018,"2,220","2,220","1,310",7.15,5.35,6.15
01/30/2018,"3,250","3,250","2,220",8.93,7.15,8.11
01/31/2018,"4,000","4,000","3,250",10.14,8.93,9.56
02/01/2018,"4,580","4,580","4,000",11.05,10.14,10.62
02/02/2018,"5,180","5,180","4,580",11.95,11.05,11.52
02/03/2018,"5,570","5,570","5,180",12.53,11.95,12.28
02/04/2018,"5,660","5,660","5,570",12.65,12.53,12.6
02/05/2018,"5,600","5,600","4,960",12.57,11.63,12.11
02/06/2018,"4,960","4,960","4,550",11.63,11,11.28
02/07/2018,"4,550","4,550","4,440",11,10.84,10.88
02/08/2018,"4,610","4,610","4,460",11.1,10.86,10.98
02/09/2018,"4,620","4,620","4,500",11.12,10.93,11.07
02/10/2018,"4,500","4,500","3,910",10.93,10.01,10.52
02/11/2018,"3,910","3,910","3,290",10.01,9,9.47
02/12/2018,"3,290","3,290","2,960",9,8.45,8.69
02/13/2018,"2,960","2,960","2,700",8.45,8,8.22
02/14/2018,"2,700","2,700","2,450",8,7.56,7.78
02/15/2018,"2,450","2,450","2,220",7.56,7.15,7.35
02/16/2018,"2,220","2,220","2,040",7.15,6.82,6.99
02/17/2018,"2,050","2,050","1,850",6.83,6.45,6.64
02/18/2018,"1,850","1,850","1,660",6.45,6.07,6.25
02/19/2018,"1,660","1,660","1,530",6.07,5.8,5.92
02/20/2018,"1,530","1,530","1,440",5.8,5.62,5.7
02/21/2018,"1,440","1,440","1,410",5.62,5.56,5.58
02/22/2018,"1,450","1,450","1,410",5.64,5.56,5.59
02/23/2018,"1,460","1,460","1,430",5.65,5.59,5.64
02/24/2018,"1,430","1,430","1,370",5.6,5.46,5.52
02/25/2018,"1,370","1,370","1,300",5.46,5.33,5.39
02/26/2018,"1,300","1,300","1,250",5.33,5.22,5.27
02/27/2018,"1,250","1,250","1,240",5.22,5.19,5.2
02/28/2018,"1,240","1,240","1,230",5.19,5.17,5.18
03/01/2018,"1,400","1,400","1,230",5.54,5.18,5.27
03/02/2018,"1,860","1,860","1,400",6.47,5.54,5.91
03/03/2018,"2,080","2,080","1,860",6.88,6.47,6.73
03/04/2018,"2,410","2,410","2,080",7.49,6.88,7.16
03/05/2018,"2,520","2,520","2,410",7.69,7.49,7.64
03/06/2018,"2,480","2,480","2,110",7.62,6.95,7.31
03/07/2018,"2,110","2,110","1,800",6.95,6.35,6.64
03/08/2018,"1,800","1,800","1,570",6.35,5.89,6.11
03/09/2018,"1,570","1,570","1,500",5.89,5.73,5.78
03/10/2018,"1,560","1,560","1,500",5.87,5.75,5.82
03/11/2018,"1,560","1,560","1,480",5.87,5.69,5.8
03/12/2018,"1,500","1,500","1,410",5.73,5.55,5.63
03/13/2018,"1,700","1,700","1,500",6.15,5.73,5.89
03/14/2018,"1,890","1,890","1,700",6.53,6.15,6.31
03/15/2018,"2,540","2,540","1,890",7.74,6.53,7.11
03/16/2018,"2,840","2,840","2,540",8.27,7.74,8.1
03/17/2018,"2,840","2,840","2,550",8.27,7.76,8.09
03/18/2018,"2,550","2,550","2,090",7.76,6.9,7.32
03/19/2018,"2,090","2,090","1,750",6.9,6.24,6.54
03/20/2018,"1,750","1,750","1,670",6.24,6.09,6.16
03/21/2018,"2,010","2,010","1,690",6.76,6.12,6.37
03/22/2018,"2,860","2,860","2,010",8.32,6.76,7.5
03/23/2018,"3,580","3,580","2,860",9.55,8.32,8.98
03/24/2018,"4,060","4,060","3,580",10.34,9.55,9.98
03/25/2018,"4,300","4,300","4,060",10.73,10.34,10.64
03/26/2018,"4,300","4,300","4,230",10.73,10.62,10.69
03/27/2018,"4,280","4,280","4,210",10.7,10.59,10.62
03/28/2018,"4,610","4,610","4,280",11.19,10.7,10.92
03/29/2018,"4,980","4,980","4,610",11.72,11.19,11.46
03/30/2018,"5,200","5,200","4,980",12.03,11.72,11.9
03/31/2018,"5,210","5,210","5,170",12.05,11.99,12.03
04/01/2018,"5,170","5,170","4,970",11.99,11.71,11.86
04/02/2018,"4,970","4,970","4,510",11.71,11.05,11.43
04/03/2018,"4,510","4,510","3,690",11.05,9.75,10.44
04/04/2018,"3,690","3,690","2,940",9.75,8.47,9.06
04/05/2018,"2,940","2,940","2,440",8.47,7.57,8.01
04/06/2018,"2,440","2,440","2,040",7.57,6.81,7.16
04/07/2018,"2,210","2,210","1,950",7.13,6.64,6.81
04/08/2018,"2,690","2,690","2,210",8.02,7.13,7.63
04/09/2018,"2,960","2,960","2,690",8.5,8.02,8.24
04/10/2018,"3,480","3,480","2,960",9.4,8.5,8.97
04/11/2018,"3,750","3,750","3,480",9.85,9.4,9.69
04/12/2018,"3,750","3,750","3,520",9.85,9.47,9.71
04/13/2018,"3,520","3,520","3,130",9.47,8.79,9.13
04/14/2018,"3,130","3,130","2,730",8.79,8.09,8.44
04/15/2018,"2,730","2,730","2,440",8.09,7.56,7.8
04/16/2018,"2,700","2,700","2,490",8.03,7.65,7.78
04/17/2018,"2,990","2,990","2,700",8.56,8.03,8.33
04/18/2018,"3,420","3,420","2,990",9.29,8.56,8.88
04/19/2018,"3,930","3,930","3,420",10.16,9.29,9.74
04/20/2018,"4,280","4,280","3,930",10.72,10.16,10.47
04/21/2018,"4,500","4,500","4,280",11.04,10.72,10.89
04/22/2018,"4,590","4,590","4,490",11.17,11.03,11.11
04/23/2018,"4,650","4,650","4,590",11.25,11.17,11.21
04/24/2018,"5,000","5,000","4,650",11.76,11.25,11.51
04/25/2018,"5,310","5,310","5,000",12.19,11.76,11.97
04/26/2018,"5,500","5,500","5,310",12.46,12.19,12.36
